,current_status,geometry,route_id,vehicle_id,latitude,longitude,bearing,timestamp,speed,time
319,STOPPED_AT,POINT (-118.30425262451172 34.09087371826172),4-13167,8834,34.09087371826172,-118.30425262451172,269.55474853515625,1678708788.0,12.338303565979004,2023-03-13 04:59:48-07:00
320,IN_TRANSIT_TO,POINT (-118.40933990478516 34.06782150268555),4-13167,9525,34.06782150268555,-118.40933990478516,230.2115020751953,1678708789.0,14.215871810913086,2023-03-13 04:59:49-07:00
321,IN_TRANSIT_TO,POINT (-118.25924682617188 34.039306640625),4-13167,9540,34.039306640625,-118.25924682617188,36.7514877319336,1678708614.0,11.175999641418455,2023-03-13 04:56:54-07:00
322,STOPPED_AT,POINT (-118.2472915649414 34.04990005493164),4-13167,9576,34.04990005493164,-118.2472915649414,218.0,1678708787.0,12.830048561096191,2023-03-13 04:59:47-07:00
323,IN_TRANSIT_TO,POINT (-118.24817657470703 34.06410598754883),4-13167,9583,34.06410598754883,-118.24817657470705,135.498046875,1678708788.0,17.032222747802734,2023-03-13 04:59:48-07:00
324,IN_TRANSIT_TO,POINT (-118.49314880371094 34.018104553222656),4-13167,8718,34.018104553222656,-118.49314880371094,225.1536407470703,1678708268.0,9.387840270996094,2023-03-13 04:51:08-07:00
325,STOPPED_AT,POINT (-118.2309341430664 34.05734634399414),4-13167,8730,34.05734634399414,-118.2309341430664,,1678708788.0,,2023-03-13 04:59:48-07:00
326,IN_TRANSIT_TO,POINT (-118.353271484375 34.090736389160156),4-13167,8723,34.09073638916016,-118.353271484375,90.57608795166016,1678708789.0,11.891263961791992,2023-03-13 04:59:49-07:00
327,STOPPED_AT,POINT (-118.41011810302734 34.03050994873047),4-13167,8729,34.03050994873047,-118.41011810302734,286.0,1678708784.0,24.94483184814453,2023-03-13 04:59:44-07:00
328,IN_TRANSIT_TO,POINT (-118.43434143066406 34.05038833618164),4-13167,8809,34.05038833618164,-118.43434143066406,58.078590393066406,1678708540.0,13.858240127563477,2023-03-13 04:55:40-07:00
329,IN_TRANSIT_TO,POINT (-118.48439025878906 34.02513122558594),4-13167,8804,34.02513122558594,-118.48439025878906,45.7503547668457,1678708790.0,5.945631980895996,2023-03-13 04:59:50-07:00
330,STOPPED_AT,POINT (-118.37628173828125 34.05754470825195),4-13167,8832,34.05754470825195,-118.37628173828124,180.0,1678708788.0,10.192511558532717,2023-03-13 04:59:48-07:00
331,STOPPED_AT,POINT (-118.30425262451172 34.09087371826172),4-13167,8834,34.09087371826172,-118.30425262451172,269.55474853515625,1678708788.0,12.338303565979004,2023-03-13 04:59:48-07:00
332,IN_TRANSIT_TO,POINT (-118.41022491455078 34.06721878051758),4-13167,9525,34.06721878051758,-118.41022491455078,230.2115020751953,1678708859.0,,2023-03-13 05:00:59-07:00
333,IN_TRANSIT_TO,POINT (-118.25419616699219 34.04428482055664),4-13167,9540,34.04428482055664,-118.2541961669922,37.4177131652832,1678708790.0,2.2351999282836914,2023-03-13 04:59:50-07:00
