Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_PLACE,Geo_CSA,SE_T004_019,SE_T004_001,SE_T004_003,SE_T004_005,SE_T004_007,SE_T004_009,SE_T004_011,SE_T004_013,SE_T004_015,SE_T004_017,SE_T005_019,SE_T005_001,SE_T005_003,SE_T005_005,SE_T005_007,SE_T005_009,SE_T005_011,SE_T005_013,SE_T005_015,SE_T005_017,SE_T006_019,SE_T006_001,SE_T006_003,SE_T006_005,SE_T006_007,SE_T006_009,SE_T006_011,SE_T006_013,SE_T006_015,SE_T006_017,SE_T017_020,SE_T017_002,SE_T017_004,SE_T017_006,SE_T017_008,SE_T017_010,SE_T017_012,SE_T017_014,SE_T017_016,SE_T017_018
"06037101110","Census Tract 1011.10","Census Tract 1011.10, Los Angeles County, California","00","06","037",,"101110",,,4926,3545,2840,65,7,434,8,14,177,1381,4731,3407,2656,74,14,486,4,30,143,1324,195,138,184,-9,-7,-52,4,-16,34,57,4.12175015852885,4.05048429703552,6.92771084337349,-12.1621621621622,-50,-10.6995884773663,100,-53.3333333333333,23.7762237762238,4.30513595166163
"06037101122","Census Tract 1011.22","Census Tract 1011.22, Los Angeles County, California","00","06","037",,"101122",,,3728,3186,2614,31,7,392,0,23,119,542,3664,3089,2437,26,4,495,1,10,116,575,64,97,177,5,3,-103,-1,13,3,-33,1.74672489082969,3.14017481385562,7.26302831350021,19.2307692307692,75,-20.8080808080808,-100,130,2.58620689655172,-5.73913043478261
"06037101220","Census Tract 1012.20","Census Tract 1012.20, Los Angeles County, California","00","06","037",,"101220",,,3344,2263,1751,34,4,352,0,21,101,1081,3363,2091,1662,36,11,272,2,3,105,1272,-19,172,89,-2,-7,80,-2,18,-4,-191,-0.564971751412429,8.22572931611669,5.35499398315283,-5.55555555555556,-63.6363636363636,29.4117647058824,-100,600,-3.80952380952381,-15.0157232704403
"06037101221","Census Tract 1012.21","Census Tract 1012.21, Los Angeles County, California","00","06","037",,"101221",,,3444,2266,1840,73,3,246,3,10,91,1178,3434,2263,1745,89,4,261,3,5,156,1171,10,3,95,-16,-1,-15,0,5,-65,7,0.29120559114735,0.132567388422448,5.44412607449857,-17.9775280898876,-25,-5.74712643678161,0,100,-41.6666666666667,0.597779675491033
"06037101222","Census Tract 1012.22","Census Tract 1012.22, Los Angeles County, California","00","06","037",,"101222",,,2808,1768,1455,76,3,148,0,8,78,1040,2556,1508,1145,94,2,187,0,0,80,1048,252,260,310,-18,1,-39,0,8,-2,-8,9.85915492957746,17.2413793103448,27.0742358078603,-19.1489361702128,50,-20.855614973262,,,-2.5,-0.763358778625954
"06037101300","Census Tract 1013","Census Tract 1013, Los Angeles County, California","00","06","037",,"101300",,,4269,3786,3251,24,1,352,2,20,136,483,4197.63890486598,3694.82305303117,3189.12729782584,40.9759806741056,5,316.807845392845,3,7,132.911929138387,502.81585183481,71.3610951340161,91.1769469688256,61.8727021741634,-16.9759806741056,-4,35.1921546071552,-1,13,3.08807086161278,-19.8158518348096,1.70002939155374,2.46769454613058,1.94011390565515,-41.4291016220471,-80,11.1083595684054,-33.3333333333333,185.714285714286,2.32339631335687,-3.94097595819626
"06037101400","Census Tract 1014","Census Tract 1014, Los Angeles County, California","00","06","037",,"101400",,,3898,3167,2597,40,10,320,3,24,173,731,3903,3182,2649,45,7,337,0,7,137,721,-5,-15,-52,-5,3,-17,3,17,36,10,-0.128106584678452,-0.471401634192332,-1.96300490751227,-11.1111111111111,42.8571428571429,-5.04451038575668,,242.857142857143,26.2773722627737,1.3869625520111
"06037102103","Census Tract 1021.03","Census Tract 1021.03, Los Angeles County, California","00","06","037",,"102103",,,2107,1688,1407,46,1,140,6,22,66,419,1740,1365,1114,21,3,167,2,0,58,375,367,323,293,25,-2,-27,4,22,8,44,21.0919540229885,23.6630036630037,26.3016157989228,119.047619047619,-66.6666666666667,-16.1676646706587,200,,13.7931034482759,11.7333333333333
"06037102104","Census Tract 1021.04","Census Tract 1021.04, Los Angeles County, California","00","06","037",,"102104",,,3906,3350,2719,83,1,399,1,16,131,556,3648,3115,2437,86,3,470,3,7,109,533,258,235,282,-2.99999999999999,-2,-71,-2,9,22,23,7.07236842105262,7.54414125200642,11.5716044316783,-3.48837209302324,-66.6666666666667,-15.1063829787234,-66.6666666666667,128.571428571429,20.1834862385321,4.31519699812383
"06037102105","Census Tract 1021.05","Census Tract 1021.05, Los Angeles County, California","00","06","037",,"102105",,,1855,827,568,20,1,177,0,10,51,1028,1731,595,413,15,2,139,0,3,23,1136,124,232,155,5,-1,38,0,7,28,-108,7.16348931253611,38.9915966386555,37.5302663438257,33.3333333333333,-50,27.3381294964029,,233.333333333333,121.739130434783,-9.50704225352113
"06037102107","Census Tract 1021.07","Census Tract 1021.07, Los Angeles County, California","00","06","037",,"102107",,,3984,2835,2328,87,5,242,1,41,131,1149,3851,2812,2310,102,15,278,13,9,85,1039,133,23,18,-15,-10,-36,-12,32,46,110,3.4536484030122,0.817923186344239,0.779220779220779,-14.7058823529412,-66.6666666666667,-12.9496402877698,-92.3076923076923,355.555555555556,54.1176470588235,10.5871029836381
"06037103101","Census Tract 1031.01","Census Tract 1031.01, Los Angeles County, California","00","06","037",,"103101",,,2712,2198,1879,26,6,183,5,4,95,514,2670,2104,1761,18,8,238,3,7,69,566,42,94,118,8,-2,-55,2,-3,26,-52,1.57303370786517,4.46768060836502,6.7007382169222,44.4444444444444,-25,-23.109243697479,66.6666666666667,-42.8571428571429,37.6811594202899,-9.18727915194346
"06037103102","Census Tract 1031.02","Census Tract 1031.02, Los Angeles County, California","00","06","037",,"103102",,,4752,3679,3026,22,5,430,4,14,178,1073,4751,3400,2646,28,14,586,4,11,111,1351,1,279,380,-6,-9,-156,0,3,67,-278,0.0210482003788676,8.20588235294118,14.3613000755858,-21.4285714285714,-64.2857142857143,-26.6211604095563,0,27.2727272727273,60.3603603603604,-20.5773501110289
"06037103201","Census Tract 1032.01","Census Tract 1032.01, Los Angeles County, California","00","06","037",,"103201",,,4676,2985,2397,110,11,279,5,23,160,1691,4140,2916,2420,70,9,308,2,17,90,1224,536,69,-23,40,2,-29,3,6,70,467,12.9468599033816,2.36625514403292,-0.950413223140496,57.1428571428571,22.2222222222222,-9.41558441558442,150,35.2941176470588,77.7777777777778,38.1535947712418
"06037103202","Census Tract 1032.02","Census Tract 1032.02, Los Angeles County, California","00","06","037",,"103202",,,2026,1331,972,128,6,126,4,19,76,695,2006,1448,1042,190,14,144,3,4,51,558,20,-117,-70,-62,-8,-18,1,15,25,137,0.997008973080758,-8.08011049723757,-6.71785028790787,-32.6315789473684,-57.1428571428571,-12.5,33.3333333333333,375,49.0196078431373,24.5519713261649
"06037103300","Census Tract 1033","Census Tract 1033, Los Angeles County, California","00","06","037",,"103300",,,3953,3093,2650,53,5,233,3,31,118,860,3819,3075,2710,35,11,221,2,5,91,744,134,18,-60,18,-6,12,1,26,27,116,3.50877192982455,0.585365853658537,-2.2140221402214,51.4285714285714,-54.5454545454546,5.42986425339367,50,520,29.6703296703297,15.5913978494623
"06037103401","Census Tract 1034.01","Census Tract 1034.01, Los Angeles County, California","00","06","037",,"103401",,,2516,1986,1586,33,9,242,0,16,100,530,2331,1850,1458,33,11,257,2,11,78,481,185,136,128,0,-2,-15,-2,5,22,49,7.93650793650794,7.35135135135135,8.77914951989026,0,-18.1818181818182,-5.83657587548638,-100,45.4545454545455,28.2051282051282,10.1871101871102
"06037103402","Census Tract 1034.02","Census Tract 1034.02, Los Angeles County, California","00","06","037",,"103402",,,4075,2892,2378,56,8,270,2,12,166,1183,3812,2753,2328,55,11,237,1,4,117,1059,263,139,50,1,-3,33,1,8,49,124,6.89926547743966,5.04903741373048,2.14776632302405,1.81818181818182,-27.2727272727273,13.9240506329114,100,200,41.8803418803419,11.7091595845137
"06037104103","Census Tract 1041.03","Census Tract 1041.03, Los Angeles County, California","00","06","037",,"104103",,,3811,1160,416,389,1,254,11,24,65,2651,4085,1167,307,513,3,280,1,16,47,2918,-274,-7,109,-124,-2,-26,10,8,18,-267,-6.70746634026928,-0.599828620394173,35.5048859934853,-24.1715399610136,-66.6666666666667,-9.28571428571429,1000,50,38.2978723404255,-9.15010281014393
"06037104105","Census Tract 1041.05","Census Tract 1041.05, Los Angeles County, California","00","06","037",,"104105",,,5999,1186,376,280,6,407,0,37,80,4813,5412,940,223,346,4,302,6,9,50,4472,587,246,153,-66,2,105,-6,28,30,341,10.8462675535846,26.1702127659574,68.609865470852,-19.0751445086705,50,34.7682119205298,-100,311.111111111111,60,7.62522361359571
"06037104108","Census Tract 1041.08","Census Tract 1041.08, Los Angeles County, California","00","06","037",,"104108",,,5829,1030,274,456,7,205,1,24,63,4799,5256,1087,253,583,7,183,0,9,52,4169,573,-57,21,-127,0,22,1,15,11,630,10.9018264840183,-5.24379024839006,8.300395256917,-21.7838765008576,0,12.0218579234973,,166.666666666667,21.1538461538462,15.1115375389782
"06037104124","Census Tract 1041.24","Census Tract 1041.24, Los Angeles County, California","00","06","037",,"104124",,,4333,2123,1319,387,0,257,14,39,107,2210,4175,2053,1174,566,15,227,8,5,58,2122,158,70,145,-179,-15,30,6,34,49,87.9999999999995,3.78443113772455,3.40964442279591,12.350936967632,-31.6254416961131,-100,13.215859030837,75,680,84.4827586206897,4.14703110273325
"06037104201","Census Tract 1042.01","Census Tract 1042.01, Los Angeles County, California","00","06","037",,"104201",,,4377,501,93,297,0,63,1,16,31,3876,4780,487,50,387,5,6,0,4,35,4293,-403,14,43,-90,-5,57,1,12,-4,-417,-8.43096234309624,2.87474332648871,86,-23.2558139534884,-100,950,,300,-11.4285714285714,-9.71348707197764
"06037104203","Census Tract 1042.03","Census Tract 1042.03, Los Angeles County, California","00","06","037",,"104203",,,4874,493,132,209,1,102,0,14,35,4381,5210,502,67,319,9,63,10,16,18,4708,-336,-9,65,-110,-8,39,-10,-2,17,-327,-6.44913627639156,-1.79282868525896,97.0149253731343,-34.4827586206897,-88.8888888888889,61.9047619047619,-100,-12.5,94.4444444444444,-6.94562446898895
"06037104204","Census Tract 1042.04","Census Tract 1042.04, Los Angeles County, California","00","06","037",,"104204",,,3304,778,309,189,0,219,0,24,37,2526,3375,895,344,250,2,269,2,4,24,2480,-71,-117,-35,-61,-2,-50,-2,20,13,46,-2.1037037037037,-13.072625698324,-10.1744186046512,-24.4,-100,-18.5873605947955,-100,500,54.1666666666667,1.85483870967742
"06037104310","Census Tract 1043.10","Census Tract 1043.10, Los Angeles County, California","00","06","037",,"104310",,,4396,243,69,107,10,26,0,13,18,4153,4921,297,81,191,3,7,0,4,11,4624,-525,-54,-12,-84,7,19,0,9,7,-471,-10.6685633001422,-18.1818181818182,-14.8148148148148,-43.979057591623,233.333333333333,271.428571428571,,225,63.6363636363636,-10.1859861591696
"06037104321","Census Tract 1043.21","Census Tract 1043.21, Los Angeles County, California","00","06","037",,"104321",,,3009,246,55,84,13,79,0,5,10,2763,3438,255,36,125,6,76,0,2,10,3183,-429,-9,19,-41,7,3,0,3,0,-420,-12.478184991274,-3.52941176470588,52.7777777777778,-32.8,116.666666666667,3.94736842105263,,150,0,-13.1950989632422
"06037104322","Census Tract 1043.22","Census Tract 1043.22, Los Angeles County, California","00","06","037",,"104322",,,2233,221,55,99,7,31,1,10,18,2012,2560,279,31,224,5,6,0,2,11,2281,-327,-58,24,-125,2,25,1,8,7,-269,-12.7734375,-20.7885304659498,77.4193548387097,-55.8035714285714,40,416.666666666667,,400,63.6363636363636,-11.7930732135029
"06037104401","Census Tract 1044.01","Census Tract 1044.01, Los Angeles County, California","00","06","037",,"104401",,,3022,150,83,19,3,13,1,21,10,2872,3357,109,71,2,12,19,1,1,3,3248,-335,41,12,17,-9,-6,0,20,7,-376,-9.97914804885314,37.6146788990826,16.9014084507042,850,-75,-31.5789473684211,0,2000,233.333333333333,-11.576354679803
"06037104403","Census Tract 1044.03","Census Tract 1044.03, Los Angeles County, California","00","06","037",,"104403",,,2947,175,67,11,4,79,0,7,7,2772,3282,123,58,16,4,31,0,12,2,3159,-335,52,9,-5,0,48,0,-5,5,-387,-10.2071907373553,42.2764227642276,15.5172413793103,-31.25,0,154.838709677419,,-41.6666666666667,250,-12.2507122507123
"06037104404","Census Tract 1044.04","Census Tract 1044.04, Los Angeles County, California","00","06","037",,"104404",,,3082,171,85,21,7,30,0,7,21,2911,3236,124,57,32,6,15,0,5,9,3112,-154,47,28,-11,1,15,0,2,12,-201,-4.75896168108776,37.9032258064516,49.1228070175439,-34.375,16.6666666666667,100,,40,133.333333333333,-6.45886889460154
"06037104500","Census Tract 1045","Census Tract 1045, Los Angeles County, California","00","06","037",,"104500",,,3151,197,102,20,5,44,1,10,15,2954,3293,156,107,20,1,24,2,1,1,3137,-142,41,-5,0,4,20,-1,9,14,-183,-4.31217734588521,26.2820512820513,-4.67289719626168,0,400,83.3333333333333,-50,900,1400,-5.83359897991712
"06037104610","Census Tract 1046.10","Census Tract 1046.10, Los Angeles County, California","00","06","037",,"104610",,,3645,297,174,54,3,32,0,13,21,3348,3672,98,50,13,6,12,5,3,9,3574,-27,199,124,41,-3,20,-5,10,12,-226,-0.735294117647059,203.061224489796,248,315.384615384615,-50,166.666666666667,-100,333.333333333333,133.333333333333,-6.32344711807499
"06037104620","Census Tract 1046.20","Census Tract 1046.20, Los Angeles County, California","00","06","037",,"104620",,,3200,112,55,12,11,18,0,7,9,3088,3539,119,72,9,18,12,0,2,6,3420,-339,-7,-17,3,-7,6,0,5,3,-332,-9.57897711217858,-5.88235294117647,-23.6111111111111,33.3333333333333,-38.8888888888889,50,,250,50,-9.70760233918129
"06037104701","Census Tract 1047.01","Census Tract 1047.01, Los Angeles County, California","00","06","037",,"104701",,,4601,265,63,131,1,31,0,3,36,4336,4208,190,36,120,3,11,0,10,10,4018,393,75,27,11,-2,20,0,-7,26,318,9.3393536121673,39.4736842105263,75,9.16666666666667,-66.6666666666667,181.818181818182,,-70,260,7.91438526630164
"06037104703","Census Tract 1047.03","Census Tract 1047.03, Los Angeles County, California","00","06","037",,"104703",,,2572,401,153,93,4,109,0,1,41,2171,2394.99214015256,132.81670291175,68.912555517532,42.9360982628118,0.998318375337153,5.98991025202292,0,0,13.9798205040458,2262.17543724081,177.007859847439,268.18329708825,84.087444482468,50.0639017371882,3.00168162466285,103.010089747977,0,1,27.0201794959542,-91.1754372408109,7.39074909181806,201.919857373997,122.020499531577,116.600957615541,300.673782915106,1719.72676407277,,,193.279874288331,-4.0304317578489
"06037104704","Census Tract 1047.04","Census Tract 1047.04, Los Angeles County, California","00","06","037",,"104704",,,4760,1002,281,407,2,239,3,30,40,3758,4221.00785984744,981.18329708825,233.087444482468,554.063901737188,10.0016816246628,142.010089747977,12,5,25.0201794959542,3239.82456275919,538.992140152561,20.8167029117496,47.9125555175319,-147.063901737188,-8.00168162466285,96.9899102520229,-9,25,14.9798205040458,518.175437240811,12.7692759181937,2.12159165097134,20.5556140631744,-26.5427690336964,-80.0033626838485,68.2979008210961,-75,500,59.8709553881023,15.993935078988
"06037104821","Census Tract 1048.21","Census Tract 1048.21, Los Angeles County, California","00","06","037",,"104821",,,3498,338,130,47,4,123,5,19,10,3160,3514,245,118,40,7,62,0,6,12,3269,-16,93,12,7,-3,61,5,13,-2,-109,-0.455321570859419,37.9591836734694,10.1694915254237,17.5,-42.8571428571429,98.3870967741936,,216.666666666667,-16.6666666666667,-3.33435301315387
"06037104822","Census Tract 1048.22","Census Tract 1048.22, Los Angeles County, California","00","06","037",,"104822",,,2345,300,87,22,0,156,2,13,20,2045,2277,279,75,24,1,162,0,3,14,1998,68,21,12,-2,-1,-6,2,10,6,47,2.98638559508125,7.52688172043011,16,-8.33333333333333,-100,-3.7037037037037,,333.333333333333,42.8571428571429,2.35235235235235
"06037104823","Census Tract 1048.23","Census Tract 1048.23, Los Angeles County, California","00","06","037",,"104823",,,3024,637,178,34,3,383,12,6,21,2387,2910,212,70,26,2,87,14,4,9,2698,114,425,108,8,1,296,-2,2,12,-311,3.91752577319588,200.471698113208,154.285714285714,30.7692307692308,50,340.229885057471,-14.2857142857143,50,133.333333333333,-11.527057079318
"06037104824","Census Tract 1048.24","Census Tract 1048.24, Los Angeles County, California","00","06","037",,"104824",,,2207,167,81,21,4,40,1,4,16,2040,2418,120,88,2,1,18,5,0,6,2298,-211,47,-7,19,3,22,-4,4,10,-258,-8.7262200165426,39.1666666666667,-7.95454545454545,950,300,122.222222222222,-80,,166.666666666667,-11.2271540469974
"06037106010","Census Tract 1060.10","Census Tract 1060.10, Los Angeles County, California","00","06","037",,"106010",,,3390,1015,594,118,14,190,4,34,61,2375,3152,1037,621,165,9,180,2,7,53,2115,238,-22,-27,-47,5,10,2,27,8,260,7.55076142131981,-2.12150433944069,-4.34782608695652,-28.4848484848485,55.5555555555556,5.55555555555556,100,385.714285714286,15.0943396226415,12.2931442080378
"06037106020","Census Tract 1060.20","Census Tract 1060.20, Los Angeles County, California","00","06","037",,"106020",,,5557,1189,790,88,17,194,2,32,66,4368,5557,1316,903,127,13,187,4,15,67,4241,0,-127,-113,-39,4,7,-2,17,-1,127,0,-9.65045592705167,-12.5138427464009,-30.7086614173228,30.7692307692308,3.74331550802139,-50,113.333333333333,-1.49253731343284,2.99457675076633
"06037106111","Census Tract 1061.11","Census Tract 1061.11, Los Angeles County, California","00","06","037",,"106111",,,4331,1639,1029,142,18,334,0,33,83,2692,4336.5673144546,1782.37263088551,1193.77947316413,198.375666556872,13.0197719240459,309.118631544275,1.0790876961836,9,58,2554.1946835691,-5.56731445460264,-143.372630885508,-164.779473164131,-56.3756665568721,4.9802280759541,24.8813684557246,-1.0790876961836,24,25,137.805316430905,-0.128380676486808,-8.04392013213749,-13.8031752822303,-28.4186400153619,38.2512697227533,8.04913257134448,-100,266.666666666667,43.1034482758621,5.39525500218891
"06037106112","Census Tract 1061.12","Census Tract 1061.12, Los Angeles County, California","00","06","037",,"106112",,,6201,1760,917,141,10,532,3,27,130,4441,5966.4326855454,1876.62736911449,1007.22052683587,214.624333443128,15.9802280759541,539.881368455725,5.9209123038164,16,77,4089.8053164309,234.567314454603,-116.627369114492,-90.220526835869,-73.6243334431279,-5.9802280759541,-7.88136845572467,-2.9209123038164,11,53,351.194683569095,3.93144994366363,-6.21473239887384,-8.95737571188031,-34.3038146057363,-37.4226703619626,-1.45983338492834,-49.3321325150127,68.75,68.8311688311688,8.58707582383349
"06037106113","Census Tract 1061.13","Census Tract 1061.13, Los Angeles County, California","00","06","037",,"106113",,,3939,938,509,86,9,274,0,11,49,3001,3493,823,550,75,19,155,4,2,18,2670,446,115,-41,11,-10,119,-4,9,31,331,12.7683939307186,13.9732685297691,-7.45454545454545,14.6666666666667,-52.6315789473684,76.7741935483871,-100,450,172.222222222222,12.3970037453184
"06037106114","Census Tract 1061.14","Census Tract 1061.14, Los Angeles County, California","00","06","037",,"106114",,,6643,1278,505,234,7,441,9,22,60,5365,5880,885,439,213,21,133,1,10,68,4995,763.000000000001,393,66,21,-14,308,8,12,-8,370,12.9761904761905,44.4067796610169,15.0341685649203,9.85915492957746,-66.6666666666667,231.578947368421,800,120,-11.7647058823529,7.40740740740741
"06037106403","Census Tract 1064.03","Census Tract 1064.03, Los Angeles County, California","00","06","037",,"106403",,,3704,422,260,18,9,86,0,10,39,3282,3825,424,296,44,4,51,0,6,23,3401,-121,-2,-36,-26,5,35,0,4,16,-119,-3.16339869281046,-0.471698113207547,-12.1621621621622,-59.0909090909091,125,68.6274509803922,,66.6666666666667,69.5652173913043,-3.49897089091444
"06037106405","Census Tract 1064.05","Census Tract 1064.05, Los Angeles County, California","00","06","037",,"106405",,,3968,822,411,164,16,157,0,19,55,3146,3966,801,400,234,12,128,1,5,21,3165,2,21,11,-70,4,29,-1,14,34,-19,0.0504286434694907,2.62172284644195,2.75,-29.9145299145299,33.3333333333333,22.65625,-100,280,161.904761904762,-0.600315955766193
"06037106406","Census Tract 1064.06","Census Tract 1064.06, Los Angeles County, California","00","06","037",,"106406",,,6173,1696,1012,162,14,387,1,28,92,4477,4944.14445717585,1430.144636358,916.144815540155,130,29,300.99982081785,2,6,46,3513.99982081785,1228.85554282415,265.855363641995,95.8551844598451,32,-15,86.0001791821503,-1,22,46,963.000179182151,24.8547661474697,18.5894039584011,10.4628856523441,24.6153846153846,-51.7241379310345,28.5715051087002,-50,366.666666666667,100,27.4046735425849
"06037106407","Census Tract 1064.07","Census Tract 1064.07, Los Angeles County, California","00","06","037",,"106407",,,2909,606,272,200,7,90,0,21,16,2303,2933,698,410,189,4,67,6,2,20,2235,-24,-92,-138,11,3,23,-6,19,-4,68,-0.818274803954995,-13.1805157593123,-33.6585365853659,5.82010582010582,75,34.3283582089552,-100,950,-20,3.04250559284116
"06037106408","Census Tract 1064.08","Census Tract 1064.08, Los Angeles County, California","00","06","037",,"106408",,,3440,432,189,66,22,112,0,14,29,3008,3463,458,156,113,5,149,0,9,26,3005,-23,-26,33,-47,17,-37,0,5,3,3,-0.664164019636154,-5.67685589519651,21.1538461538462,-41.5929203539823,340,-24.8322147651007,,55.5555555555556,11.5384615384615,0.0998336106489185
"06037106510","Census Tract 1065.10","Census Tract 1065.10, Los Angeles County, California","00","06","037",,"106510",,,5791,1872,974,295,8,442,3,31,119,3919,5125.85554282415,1864.855363642,1044.85518445985,345,15,375.00017918215,3,13,69,3261.00017918215,665.144457175854,7.14463635800462,-70.8551844598451,-50.0000000000001,-7,66.9998208178498,0,18,50,657.99982081785,12.9762622379597,0.383120133459112,-6.78134018126874,-14.4927536231884,-46.6666666666667,17.8666103477528,0,138.461538461538,72.463768115942,20.1778529488727
"06037106520","Census Tract 1065.20","Census Tract 1065.20, Los Angeles County, California","00","06","037",,"106520",,,5670,695,470,72,14,87,0,23,29,4975,5837,854,662,66,20,70,0,3,33,4983,-167,-159,-192,6,-6,17,0,20,-4,-8,-2.86105876306322,-18.6182669789227,-29.0030211480363,9.09090909090909,-30,24.2857142857143,,666.666666666667,-12.1212121212121,-0.160545855910094
"06037106603","Census Tract 1066.03","Census Tract 1066.03, Los Angeles County, California","00","06","037",,"106603",,,2998,2504,1708,91,5,570,4,17,109,494,2979,2504,1662,96,7,596,0,9,134,475,19,0,46,-5,-2,-26,4,8,-25,19,0.637797918764686,0,2.76774969915764,-5.20833333333333,-28.5714285714286,-4.36241610738255,,88.8888888888889,-18.6567164179104,4
"06037106604","Census Tract 1066.04","Census Tract 1066.04, Los Angeles County, California","00","06","037",,"106604",,,5378,959,424,190,18,220,5,36,66,4419,5020,732,401,105,18,175,6,6,21,4288,357.999999999999,227,23,85,0,45,-1,30,45,131,7.13147410358564,31.0109289617486,5.7356608478803,80.9523809523809,0,25.7142857142857,-16.6666666666667,500,214.285714285714,3.05503731343284
"06037106641","Census Tract 1066.41","Census Tract 1066.41, Los Angeles County, California","00","06","037",,"106641",,,2330,2034,1520,40,3,378,1,13,79,296,2317,2016,1518,55,6,360,1,17,59,301,13,18,2,-15,-3,18,0,-4,20,-5,0.561070349589987,0.892857142857143,0.131752305665349,-27.2727272727273,-50,5,0,-23.5294117647059,33.8983050847458,-1.66112956810631
"06037106642","Census Tract 1066.42","Census Tract 1066.42, Los Angeles County, California","00","06","037",,"106642",,,3316,2469,1775,91,3,429,2,24,145,847,3236,2514,1897,113,3,408,1,4,88,722,80,-45,-122,-22,0,21,1,20,57,125,2.47218788627936,-1.78997613365155,-6.43120716921455,-19.4690265486726,0,5.14705882352941,100,500,64.7727272727273,17.3130193905817
"06037106643","Census Tract 1066.43","Census Tract 1066.43, Los Angeles County, California","00","06","037",,"106643",,,4084,3554,2551,136,3,692,0,17,155,530,4320,3738,2706,127,4,782,0,14,105,582,-236,-184,-155,9,-1,-90,0,3,50,-52,-5.46296296296296,-4.92241840556447,-5.7280118255728,7.08661417322835,-25,-11.5089514066496,,21.4285714285714,47.6190476190476,-8.93470790378007
"06037106645","Census Tract 1066.45","Census Tract 1066.45, Los Angeles County, California","00","06","037",,"106645",,,3501,2871,2152,100,1,456,1,25,136,630,3389,2843,2151,114,5,473,0,8,92,546,112,28,1,-14,-4,-17,1,17,44,84,3.3048096783712,0.984875131902919,0.0464900046490005,-12.280701754386,-80,-3.59408033826638,,212.5,47.8260869565217,15.3846153846154
"06037106646","Census Tract 1066.46","Census Tract 1066.46, Los Angeles County, California","00","06","037",,"106646",,,3367,2260,1345,99,4,692,4,17,99,1107,3237,2130,1371,114,2,548,2,21,72,1107,130,130,-26,-15,2,144,2,-4,27,0,4.01606425702811,6.10328638497653,-1.89642596644785,-13.1578947368421,100,26.2773722627737,100,-19.047619047619,37.5,0
"06037106648","Census Tract 1066.48","Census Tract 1066.48, Los Angeles County, California","00","06","037",,"106648",,,4815,653,308,124,15,141,5,17,43,4162,3890,412,215,86,9,55,0,20,27,3478,925,241,93,38,6,86,5,-3,16,684,23.7789203084833,58.495145631068,43.2558139534884,44.1860465116279,66.6666666666667,156.363636363636,,-15,59.2592592592593,19.6664749856239
"06037106649","Census Tract 1066.49","Census Tract 1066.49, Los Angeles County, California","00","06","037",,"106649",,,2754,887,276,66,0,488,1,17,39,1867,2853,1029,274,105,8,598,0,8,36,1824,-99,-142,2,-39,-8,-110,1,9,3,43,-3.47003154574132,-13.7998056365403,0.72992700729927,-37.1428571428571,-100,-18.3946488294314,,112.5,8.33333333333333,2.35745614035088
"06037107010","Census Tract 1070.10","Census Tract 1070.10, Los Angeles County, California","00","06","037",,"107010",,,3205,271,162,21,3,57,0,11,17,2934,3247,277,199,14,4,52,0,0,8,2970,-42,-6,-37,7,-1,5,0,11,9,-36,-1.29350169387127,-2.16606498194946,-18.5929648241206,50,-25,9.61538461538462,,,112.5,-1.21212121212121
"06037107020","Census Tract 1070.20","Census Tract 1070.20, Los Angeles County, California","00","06","037",,"107020",,,5488,859,326,79,1,353,0,27,73,4629,5394.25520934761,789.420496592016,301.935443037975,55.713388510224,19,341.935443037975,1,13,56.8362220058423,4604.8347127556,93.7447906523857,69.5795034079845,24.0645569620253,23.286611489776,-18,11.0645569620253,-1,14,16.1637779941577,24.165287244401,1.7378634679712,8.81399757269594,7.9701000716894,41.7971552484242,-94.7368421052632,3.23586138474581,-100,107.692307692308,28.4392196098049,0.524780773943137
"06037108101","Census Tract 1081.01","Census Tract 1081.01, Los Angeles County, California","00","06","037",,"108101",,,2324,2062,1282,78,0,578,3,23,98,262,2230,2021,1351,71,6,507,1,3,82,209,94,41.0000000000002,-68.9999999999998,7,-6,71.0000000000001,2,20,16,53,4.2152466367713,2.02869866402772,-5.10732790525535,9.85915492957746,-100,14.0039447731756,200,666.666666666667,19.5121951219512,25.3588516746412
"06037108102","Census Tract 1081.02","Census Tract 1081.02, Los Angeles County, California","00","06","037",,"108102",,,3795,3294,1869,75,0,1221,0,24,105,501,3430,3096,1880,63,0,1064,0,3,86,334,365,198,-11,12,0,157,0,21,19,167,10.6413994169096,6.3953488372093,-0.585106382978723,19.047619047619,,14.7556390977444,,700,22.093023255814,50
"06037108103","Census Tract 1081.03","Census Tract 1081.03, Los Angeles County, California","00","06","037",,"108103",,,3190,2797,1818,44,0,810,0,17,108,393,3256,2965,1848,49,0,970,2,5,91,291,-66,-168,-30,-5,0,-160,-2,12,17,102,-2.02702702702703,-5.66610455311973,-1.62337662337662,-10.2040816326531,,-16.4948453608247,-100,240,18.6813186813187,35.0515463917526
"06037108104","Census Tract 1081.04","Census Tract 1081.04, Los Angeles County, California","00","06","037",,"108104",,,1692,1493,944,42,0,413,0,10,84,199,1698,1526,1066,47,1,365,0,0,47,172,-6,-33,-122,-5,-1,48,0,10,37,27,-0.353356890459364,-2.16251638269987,-11.4446529080675,-10.6382978723404,-100,13.1506849315068,,,78.7234042553192,15.6976744186047
