Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_PLACE,Geo_CSA,SE_T004_019,SE_T004_001,SE_T004_003,SE_T004_005,SE_T004_007,SE_T004_009,SE_T004_011,SE_T004_013,SE_T004_015,SE_T004_017,SE_T005_019,SE_T005_001,SE_T005_003,SE_T005_005,SE_T005_007,SE_T005_009,SE_T005_011,SE_T005_013,SE_T005_015,SE_T005_017,SE_T006_019,SE_T006_001,SE_T006_003,SE_T006_005,SE_T006_007,SE_T006_009,SE_T006_011,SE_T006_013,SE_T006_015,SE_T006_017,SE_T017_020,SE_T017_002,SE_T017_004,SE_T017_006,SE_T017_008,SE_T017_010,SE_T017_012,SE_T017_014,SE_T017_016,SE_T017_018
"06037576903","Census Tract 5769.03","Census Tract 5769.03, Los Angeles County, California","00","06","037",,"576903",,,3814,1588,554,532,24,340,11,12,115,2226,3802,1591,491,625,13,341,6,16,99,2211,12,-3,63,-93,11,-1,5,-4,16,15,0.315623356128353,-0.188560653676933,12.8309572301426,-14.88,84.6153846153846,-0.293255131964809,83.3333333333333,-25,16.1616161616162,0.67842605156038
"06037576904","Census Tract 5769.04","Census Tract 5769.04, Los Angeles County, California","00","06","037",,"576904",,,3239,1698,809,510,9,245,6,20,99,1541,3288,1991,969,499,12,389,14,6,102,1297,-49,-293,-160,11,-3,-144,-8,14,-3,244,-1.49026763990268,-14.7162230035158,-16.5118679050568,2.20440881763527,-25,-37.0179948586118,-57.1428571428571,233.333333333333,-2.94117647058824,18.8126445643793
"06037577000","Census Tract 5770","Census Tract 5770, Los Angeles County, California","00","06","037",,"577000",,,7264,4691,2658,824,24,676,45,50,414,2573,6995,5101,3117,908,22,696,29,30,299,1894,269,-410,-459,-84,2,-20,16,20,115,679,3.84560400285918,-8.03763967849441,-14.725697786333,-9.2511013215859,9.09090909090909,-2.8735632183908,55.1724137931034,66.6666666666667,38.4615384615385,35.8500527983105
"06037577100","Census Tract 5771","Census Tract 5771, Los Angeles County, California","00","06","037",,"577100",,,7051,5201,3787,371,18,467,17,62,479,1850,6700,5280,4049,426,28,463,15,12,287,1420,351,-79,-262,-55,-10,4,2,50,192,430,5.23880597014925,-1.49621212121212,-6.47073351444801,-12.9107981220657,-35.7142857142857,0.863930885529158,13.3333333333333,416.666666666667,66.8989547038328,30.2816901408451
"06037577200","Census Tract 5772","Census Tract 5772, Los Angeles County, California","00","06","037",,"577200",,,5750,4429,3317,276,12,429,14,20,361,1321,5414,4468,3712,211,20,338,10,18,159,946,336,-39,-395,65,-8,90.9999999999999,4,2,202,375,6.20613224972294,-0.872873769024172,-10.6411637931034,30.8056872037915,-40,26.9230769230769,40,11.1111111111111,127.044025157233,39.6405919661734
"06037577300","Census Tract 5773","Census Tract 5773, Los Angeles County, California","00","06","037",,"577300",,,5535,4385,3531,166,14,324,12,47,291,1150,5546.52834514381,4732.58649437265,4113.66402667778,123.993538974573,14.9870779491455,298.974155898291,7,20.9935389745727,152.974155898291,813.941850771155,-11.5283451438099,-347.586494372654,-582.664026677782,42.0064610254273,-0.987077949145478,25.025844101709,5,26.0064610254273,138.025844101709,336.058149228845,-0.207847944271364,-7.34453548362943,-14.1641131336714,33.877943458039,-6.58619346943317,8.37057103699045,71.4285714285714,123.878404002899,90.2282109623009,41.2877343646175
"06037577400","Census Tract 5774","Census Tract 5774, Los Angeles County, California","00","06","037",,"577400",,,3173,2606,2133,87,1,191,4,29,161,567,3253,2801,2484,61,6,154,6,6,84,452,-80,-195,-351,26,-5,37,-2,23,77,115,-2.45926836766062,-6.96179935737237,-14.1304347826087,42.6229508196721,-83.3333333333333,24.025974025974,-33.3333333333333,383.333333333333,91.6666666666667,25.4424778761062
"06037577501","Census Tract 5775.01","Census Tract 5775.01, Los Angeles County, California","00","06","037",,"577501",,,3440,3028,2610,36,5,174,15,22,166,412,3433,3086,2847,28,6,122,5,5,73,347,7.00000000000045,-57.9999999999995,-237,8,-1,52,10,17,93,65,0.20390329158172,-1.8794556059624,-8.32455216016858,28.5714285714286,-16.6666666666667,42.6229508196721,200,340,127.397260273973,18.7319884726225
"06037577504","Census Tract 5775.04","Census Tract 5775.04, Los Angeles County, California","00","06","037",,"577504",,,1393,1199,1028,10,7,54,1,9,90,194,1448.47165485619,1293.41350562734,1177.33597332222,15.0064610254273,5.01292205085452,52.025844101709,2,5.00646102542726,37.025844101709,155.058149228845,-55.4716548561901,-94.4135056273449,-149.335973322218,-5.00646102542726,1.98707794914548,1.97415589829095,-1,3.99353897457274,52.974155898291,38.9418507711546,-3.82966795865243,-7.29956083004959,-12.6842275022668,-33.36203663838,39.639115250291,3.79456774296931,-50,79.7677032596478,143.073459048691,25.114352882983
"06037577602","Census Tract 5776.02","Census Tract 5776.02, Los Angeles County, California","00","06","037",,"577602",,,3370,2895,2256,114,11,325,7,25,157,475,3426.19603962825,3026.30869826178,2487.5892862968,105,16,318.273125848005,7,5,87.4462861169838,399.887341366463,-56.1960396282475,-131.308698261785,-231.589286296796,9,-5,6.72687415199528,0,20,69.5537138830162,75.112658633537,-1.64018751344844,-4.33890628332808,-9.30978789676155,8.57142857142857,-31.25,2.11355392764382,0,400,79.5387854322009,18.7834549543049
"06037577604","Census Tract 5776.04","Census Tract 5776.04, Los Angeles County, California","00","06","037",,"577604",,,1300,1125,937,30,2,96,6,8,46,175,1393.68507002239,1264.93890458195,1095.08614407859,35.00888292191,2,85.6306874556091,1,1.00888292190999,45.2043072039297,128.746165440439,-93.685070022392,-139.938904581953,-158.086144078594,-5.00888292190999,0,10.3693125443909,5,6.99111707809001,0.795692796070284,46.2538345595611,-6.72211190587604,-11.0628983008631,-14.4359551011951,-14.307462860448,0,12.1093417003879,500,692.956231715632,1.76021455760993,35.9263783906319
"06037577605","Census Tract 5776.05","Census Tract 5776.05, Los Angeles County, California","00","06","037",,"577605",,,4799,4106,3299,97,8,399,8,22,273,693,4803,4302,3671,88,11,350,9,12,161,501,-4,-196,-372,9,-3,49,-1,10,112,192,-0.083281282531751,-4.55602045560205,-10.1334786161809,10.2272727272727,-27.2727272727273,14,-11.1111111111111,83.3333333333333,69.5652173913043,38.3233532934132
"06037577606","Census Tract 5776.06","Census Tract 5776.06, Los Angeles County, California","00","06","037",,"577606",,,3547,2866,2197,124,0,233,11,29,272,681,3452,2968,2479,111,6,227,7,11,127,484,94.9999999999995,-102,-282,13,-6,6,4,18,145,197,2.75202780996522,-3.4366576819407,-11.3755546591367,11.7117117117117,-100,2.6431718061674,57.1428571428571,163.636363636364,114.173228346457,40.702479338843
"06037577700","Census Tract 5777","Census Tract 5777, Los Angeles County, California","00","06","037",,"577700",,,4672,2241,199,657,14,1106,114,20,131,2431,4635,2320,189,790,7,1103,129,9,93,2315,37,-79,10,-133,7,3,-15,11,38,116,0.798274002157497,-3.4051724137931,5.29100529100529,-16.8354430379747,100,0.271985494106981,-11.6279069767442,122.222222222222,40.8602150537634,5.01079913606911
"06037577800","Census Tract 5778","Census Tract 5778, Los Angeles County, California","00","06","037",,"577800",,,5085,1283,650,118,8,368,28,35,76,3802,5093,1508,965,126,17,329,14,1,56,3585,-8,-225,-315,-8,-9,39,14,34,20,217,-0.157078342823483,-14.920424403183,-32.6424870466321,-6.34920634920635,-52.9411764705882,11.854103343465,100,3400,35.7142857142857,6.05299860529986
"06037577900","Census Tract 5779","Census Tract 5779, Los Angeles County, California","00","06","037",,"577900",,,5481,3992,1498,959,7,1160,44,27,297,1489,5454,4381,1857,1039,23,1185,55,12,210,1073,27,-389,-359,-80,-16,-25,-11,15,87,416,0.495049504950495,-8.87925131248573,-19.3322563274098,-7.69971126082772,-69.5652173913043,-2.10970464135021,-20,125,41.4285714285714,38.7698042870457
"06037578000","Census Tract 5780","Census Tract 5780, Los Angeles County, California","00","06","037",,"578000",,,7189,3114,676,1198,19,940,50,35,196,4075,6089,2245,355,778,20,873,79,10,130,3844,1100,869,321,420,-1,67,-29,25,66,231,18.0653637707341,38.7082405345212,90.4225352112676,53.9845758354756,-5,7.67468499427262,-36.7088607594937,250,50.7692307692308,6.00936524453694
"06037578100","Census Tract 5781","Census Tract 5781, Los Angeles County, California","00","06","037",,"578100",,,2094,1437,730,151,5,395,9,13,134,657,1980,1556,974,145,3,301,4,2,127,424,114,-119,-244,6,2,94,5,11,7,233,5.75757575757575,-7.64781491002571,-25.0513347022587,4.13793103448276,66.6666666666667,31.2292358803987,125,550,5.51181102362205,54.9528301886792
"06037599000","Census Tract 5990","Census Tract 5990, Los Angeles County, California","00","06","037",,"599000",,,3322,1519,1334,27,4,27,8,11,108,1803,3569,1576,1470,10,6,41,10,4,35,1993,-247,-57,-136,17,-2,-14,-2,7,73,-190,-6.92070608013449,-3.61675126903553,-9.25170068027211,170,-33.3333333333333,-34.1463414634146,-20,175,208.571428571429,-9.5333667837431
"06037599100","Census Tract 5991","Census Tract 5991, Los Angeles County, California","00","06","037",,"599100",,,553,330,252,40,0,17,5,2,14,223,527,369,343,2,1,12,0,0,11,158,26,-39.0000000000001,-91.0000000000001,38,-1,5,5,2,3,65,4.93358633776091,-10.5691056910569,-26.530612244898,1900,-100,41.6666666666667,,,27.2727272727273,41.1392405063291
"06037600100","Census Tract 6001","Census Tract 6001, Los Angeles County, California","00","06","037",,"600100",,,7098,2551,90,2224,12,23,9,64,129,4547,6657,2989,59,2801,11,17,2,33,66,3668,441,-438,31,-577,1,6,7,31,63,879,6.62460567823344,-14.6537303445969,52.5423728813559,-20.599785790789,9.09090909090909,35.2941176470588,350,93.9393939393939,95.4545454545455,23.9640130861505
"06037600201","Census Tract 6002.01","Census Tract 6002.01, Los Angeles County, California","00","06","037",,"600201",,,4690,1619,53,1413,10,28,10,23,82,3071,4600,1824,27,1728,2,14,4,16,33,2776,90,-205,26,-315,8,14,6,7,49,295,1.95652173913044,-11.2390350877193,96.2962962962963,-18.2291666666667,400,100,150,43.75,148.484848484849,10.6268011527378
"06037600202","Census Tract 6002.02","Census Tract 6002.02, Los Angeles County, California","00","06","037",,"600202",,,7071,2905,95,2510,8,32,33,37,190,4166,6205,3009,64,2825,10,21,6,26,57,3196,866,-104,31,-315,-2,11,27,11,133,970,13.9564867042707,-3.45629777334663,48.4375,-11.1504424778761,-20,52.3809523809524,450,42.3076923076923,233.333333333333,30.3504380475594
"06037600302","Census Tract 6003.02","Census Tract 6003.02, Los Angeles County, California","00","06","037",,"600302",,,3472,2224,31,2048,4,30,1,20,90,1248,3318,2420,29,2296,8,8,1,9,69,898,154,-196,2,-248,-4,22,0,11,21,350,4.64135021097046,-8.09917355371901,6.89655172413793,-10.801393728223,-50,275,0,122.222222222222,30.4347826086957,38.9755011135858
"06037600303","Census Tract 6003.03","Census Tract 6003.03, Los Angeles County, California","00","06","037",,"600303",,,3813,1641,26,1444,13,11,0,46,101,2172,3664,1829,27,1709,2,11,8,27,45,1835,149,-188,-1,-265,11,0,-8,19,56,337,4.06659388646288,-10.2788408966648,-3.7037037037037,-15.5061439438268,550,0,-100,70.3703703703704,124.444444444444,18.3651226158038
"06037600304","Census Tract 6003.04","Census Tract 6003.04, Los Angeles County, California","00","06","037",,"600304",,,3781,1407,52,1234,7,18,1,13,82,2374,3424,1438,50,1330,2,6,1,10,39,1986,357,-31,2,-96,5,12,0,3,43,388,10.4264018691589,-2.1557719054242,4,-7.21804511278196,250,200,0,30,110.25641025641,19.5367573011078
"06037600400","Census Tract 6004","Census Tract 6004, Los Angeles County, California","00","06","037",,"600400",,,3988,3171,80,2844,5,52,5,28,157,817,3985,3473,68,3266,3,22,8,27,79,512,3,-302,12,-422,2,30,-3,1,78,305,0.0752823086574655,-8.69565217391304,17.6470588235294,-12.9210042865891,66.6666666666667,136.363636363636,-37.5,3.7037037037037,98.7341772151899,59.5703125
"06037600501","Census Tract 6005.01","Census Tract 6005.01, Los Angeles County, California","00","06","037",,"600501",,,2632,2140,78,1867,1,34,11,30,119,492,2479,2146,28,2028,1,10,14,15,50,333,153,-6,50,-161,0,24,-3,15,69,159,6.17184348527632,-0.279589934762349,178.571428571429,-7.93885601577909,0,240,-21.4285714285714,100,138,47.7477477477478
"06037600601","Census Tract 6006.01","Census Tract 6006.01, Los Angeles County, California","00","06","037",,"600601",,,2571,2210,56,1976,4,27,0,30,117,361,2461,2281,29,2181,5,13,1,5,47,180,110,-71,27,-205,-1,14,-1,25,70,181,4.46972775294596,-3.11266988163086,93.1034482758621,-9.39935809261807,-20,107.692307692308,-100,500,148.936170212766,100.555555555556
"06037600602","Census Tract 6006.02","Census Tract 6006.02, Los Angeles County, California","00","06","037",,"600602",,,2370,929,46,743,5,15,6,26,88,1441,2551,946,15,859,6,14,0,11,41,1605,-181,-17,31,-116,-1,1,6,15,47,-164,-7.0952567620541,-1.79704016913319,206.666666666667,-13.5040745052387,-16.6666666666667,7.14285714285714,,136.363636363636,114.634146341463,-10.2180685358255
"06037600702","Census Tract 6007.02","Census Tract 6007.02, Los Angeles County, California","00","06","037",,"600702",,,4182,3535,122,3138,8,61,3,52,151,647,4191,3421,82,3170,7,50,1,7,104,770,-9,114,40,-32,1,11,2,45,47,-123,-0.214745884037223,3.33235895936861,48.780487804878,-1.00946372239748,14.2857142857143,22,200,642.857142857143,45.1923076923077,-15.974025974026
"06037600703","Census Tract 6007.03","Census Tract 6007.03, Los Angeles County, California","00","06","037",,"600703",,,2326,2174,60,1923,14,29,7,21,120,152,1914,1848,37,1718,4,19,0,14,56,66,412,326,23,205,10,10,7,7,64,86,21.5256008359457,17.6406926406926,62.1621621621622,11.9324796274738,250,52.6315789473684,,50,114.285714285714,130.30303030303
"06037600704","Census Tract 6007.04","Census Tract 6007.04, Los Angeles County, California","00","06","037",,"600704",,,3010,2529,90,2223,4,33,4,35,140,481,2971,2684,52,2528,6,16,7,17,58,287,39,-155,38,-305,-2,17,-3,18,82,194,1.31268933019185,-5.77496274217586,73.0769230769231,-12.0648734177215,-33.3333333333333,106.25,-42.8571428571429,105.882352941176,141.379310344828,67.595818815331
"06037600801","Census Tract 6008.01","Census Tract 6008.01, Los Angeles County, California","00","06","037",,"600801",,,3206,2739,91,2419,0,30,4,28,167,467,3245,2890,39,2738,2,12,16,13,70,355,-39,-151,52,-319,-2,18,-12,15,97,112,-1.20184899845917,-5.22491349480969,133.333333333333,-11.6508400292184,-100,150,-75,115.384615384615,138.571428571429,31.5492957746479
"06037600802","Census Tract 6008.02","Census Tract 6008.02, Los Angeles County, California","00","06","037",,"600802",,,2643,2188,114,1911,6,27,0,23,107,455,2597,2307,91,2109,13,11,1,10,72,290,46,-119,23,-198,-7,16,-1,13,35,165,1.77127454755487,-5.15821413090594,25.2747252747253,-9.38833570412518,-53.8461538461538,145.454545454545,-100,130,48.6111111111111,56.8965517241379
"06037600902","Census Tract 6009.02","Census Tract 6009.02, Los Angeles County, California","00","06","037",,"600902",,,6798,3603,299,2868,9,102,11,63,251,3195,6613,3851,180,3476,12,46,9,28,100,2762,185,-248,119,-608,-3,56,2,35,151,433,2.79752003629215,-6.43988574396261,66.1111111111111,-17.4913693901036,-25,121.739130434783,22.2222222222222,125,151,15.6770456191166
"06037600911","Census Tract 6009.11","Census Tract 6009.11, Los Angeles County, California","00","06","037",,"600911",,,3282,1498,324,914,7,63,9,31,150,1784,3349,1546,256,1139,8,49,7,3,84,1803,-67,-48,68,-225,-1,14,2,28,66,-19,-2.000597193192,-3.10478654592497,26.5625,-19.7541703248464,-12.5,28.5714285714286,28.5714285714286,933.333333333333,78.5714285714286,-1.05379922351636
"06037600912","Census Tract 6009.12","Census Tract 6009.12, Los Angeles County, California","00","06","037",,"600912",,,5174,1214,249,732,10,56,7,32,128,3960,5517,1301,152,1011,10,35,9,11,73,4216,-343,-87,97,-279,0,21,-2,21,55,-256,-6.21714700018126,-6.68716372021522,63.8157894736842,-27.5964391691395,0,60,-22.2222222222222,190.909090909091,75.3424657534247,-6.07210626185958
"06037601001","Census Tract 6010.01","Census Tract 6010.01, Los Angeles County, California","00","06","037",,"601001",,,2274,1787,85,1486,4,72,4,27,109,487,2154,1737,80,1524,5,58,0,7,63,417,120,50,5,-38,-1,14,4,20,46,70,5.57103064066852,2.87852619458837,6.25,-2.49343832020997,-20,24.1379310344828,,285.714285714286,73.015873015873,16.7865707434053
"06037601002","Census Tract 6010.02","Census Tract 6010.02, Los Angeles County, California","00","06","037",,"601002",,,5457,2993,207,2357,11,210,8,47,153,2464,5311,3023,110,2634,12,164,15,13,75,2288,146,-30,97,-277,-1,46,-7,34,78,176,2.74901148559593,-0.992391663910023,88.1818181818182,-10.5163249810175,-8.33333333333333,28.0487804878049,-46.6666666666667,261.538461538462,104,7.69230769230769
"06037601100","Census Tract 6011","Census Tract 6011, Los Angeles County, California","00","06","037",,"601100",,,6159,2460,171,1754,3,273,35,46,178,3699,6533,2709,186,2172,17,211,10,22,91,3824,-374,-249,-15,-418,-14,62,25,24,87,-125,-5.72478187662636,-9.19158361018826,-8.06451612903226,-19.2449355432781,-82.3529411764706,29.3838862559242,250,109.090909090909,95.6043956043956,-3.26882845188285
"06037601202","Census Tract 6012.02","Census Tract 6012.02, Los Angeles County, California","00","06","037",,"601202",,,3832,492,122,208,11,90,2,17,42,3340,4115,412,123,211,4,57,3,5,9,3703,-283,80,-1,-3,7,33,-1,12,33,-363,-6.87727825030377,19.4174757281553,-0.813008130081301,-1.4218009478673,175,57.8947368421053,-33.3333333333333,240,366.666666666667,-9.80286254388334
"06037601211","Census Tract 6012.11","Census Tract 6012.11, Los Angeles County, California","00","06","037",,"601211",,,2833,1440,119,1124,5,73,5,14,100,1393,2823,1626,85,1416,3,56,5,10,51,1197,10,-186,34,-292,2,17,0,4,49,196,0.354233085370174,-11.4391143911439,40,-20.6214689265537,66.6666666666667,30.3571428571429,0,40,96.078431372549,16.374269005848
"06037601212","Census Tract 6012.12","Census Tract 6012.12, Los Angeles County, California","00","06","037",,"601212",,,6319,2009,220,1474,11,114,10,34,146,4310,6511,2181,169,1860,15,57,0,19,61,4330,-192,-172,51,-386,-4,57,10,15,85,-20,-2.94885578252189,-7.88629069234296,30.1775147928994,-20.752688172043,-26.6666666666667,100,,78.9473684210526,139.344262295082,-0.46189376443418
"06037601301","Census Tract 6013.01","Census Tract 6013.01, Los Angeles County, California","00","06","037",,"601301",,,1958,1472,371,882,3,65,2,13,136,486,1915,1539,276,1107,4,62,9,12,69,376,43,-67,95,-225,-1,3,-7,1,67,110,2.24543080939948,-4.35347628330084,34.4202898550725,-20.3252032520325,-25,4.83870967741936,-77.7777777777778,8.33333333333333,97.1014492753623,29.2553191489362
"06037601302","Census Tract 6013.02","Census Tract 6013.02, Los Angeles County, California","00","06","037",,"601302",,,6785,4524,469,3405,21,195,10,73,351,2261,6856,5087,249,4507,13,73,21,26,198,1769,-71,-563,220,-1102,8,122,-11,47,153,492,-1.03558926487748,-11.0674267741301,88.3534136546185,-24.4508542267584,61.5384615384615,167.123287671233,-52.3809523809524,180.769230769231,77.2727272727273,27.8123233465235
"06037601303","Census Tract 6013.03","Census Tract 6013.03, Los Angeles County, California","00","06","037",,"601303",,,4959,2993,250,2375,8,122,16,48,174,1966,4879,3205,125,2856,20,62,10,25,107,1674,80,-212,125,-481,-12,60,6,23,67,292,1.63968026234884,-6.61466458658346,100,-16.8417366946779,-60,96.7741935483871,60,92,62.6168224299065,17.4432497013142
"06037601401","Census Tract 6014.01","Census Tract 6014.01, Los Angeles County, California","00","06","037",,"601401",,,5012,2196,271,1562,21,114,18,52,158,2816,4683,1926,237,1518,14,80,11,9,57,2757,329,270,34,44,7,34,7,43,101,59,7.0254110612855,14.018691588785,14.3459915611814,2.89855072463768,50,42.5,63.6363636363636,477.777777777778,177.19298245614,2.14000725426188
"06037601402","Census Tract 6014.02","Census Tract 6014.02, Los Angeles County, California","00","06","037",,"601402",,,4782,585,188,226,6,99,1,10,55,4197,5059,598,211,266,10,76,1,7,27,4461,-277,-13,-23,-40,-4,23,0,3,28,-264,-5.47539039335837,-2.17391304347826,-10.9004739336493,-15.0375939849624,-40,30.2631578947368,0,42.8571428571429,103.703703703704,-5.91795561533289
"06037601501","Census Tract 6015.01","Census Tract 6015.01, Los Angeles County, California","00","06","037",,"601501",,,3500,514,83,311,5,65,9,17,24,2986,3890,391,75,254,3,38,5,4,12,3499,-390,123,8,57,2,27,4,13,12,-513,-10.025706940874,31.457800511509,10.6666666666667,22.4409448818898,66.6666666666667,71.0526315789474,80,325,100,-14.6613318090883
"06037601502","Census Tract 6015.02","Census Tract 6015.02, Los Angeles County, California","00","06","037",,"601502",,,3374,199,50,75,3,20,16,17,18,3175,3963,223,75,75,5,29,28,5,6,3740,-589,-24,-25,0,-2,-9,-12,12,12,-565,-14.8624779207671,-10.762331838565,-33.3333333333333,0,-40,-31.0344827586207,-42.8571428571429,240,200,-15.1069518716578
"06037601600","Census Tract 6016","Census Tract 6016, Los Angeles County, California","00","06","037",,"601600",,,4164,346,93,114,4,75,40,8,12,3818,4375,326,108,98,2,25,72,7,14,4049,-211,20,-15,16,2,50,-32,1,-2,-231,-4.82285714285714,6.13496932515337,-13.8888888888889,16.3265306122449,100,200,-44.4444444444444,14.2857142857143,-14.2857142857143,-5.70511237342554
"06037601700","Census Tract 6017","Census Tract 6017, Los Angeles County, California","00","06","037",,"601700",,,4931,487,82,229,7,72,39,25,33,4444,5646,508,94,268,7,38,67,5,29,5138,-715,-21,-12,-39,0,34,-28,20,4,-694,-12.6638328019837,-4.13385826771654,-12.7659574468085,-14.5522388059702,0,89.4736842105263,-41.7910447761194,400,13.7931034482759,-13.5072012456209
"06037601801","Census Tract 6018.01","Census Tract 6018.01, Los Angeles County, California","00","06","037",,"601801",,,3462,266,46,138,2,33,7,20,20,3196,3789,367,67,180,9,37,37,9,28,3422,-327,-101,-21,-42,-7,-4,-30,11,-8,-226,-8.63024544734759,-27.5204359673025,-31.3432835820896,-23.3333333333333,-77.7777777777778,-10.8108108108108,-81.0810810810811,122.222222222222,-28.5714285714286,-6.60432495616598
"06037601802","Census Tract 6018.02","Census Tract 6018.02, Los Angeles County, California","00","06","037",,"601802",,,3896,192,67,52,3,11,14,23,22,3704,4658,241,96,80,3,19,18,16,9,4417,-762,-49,-29,-28,0,-8,-4,7,13,-713,-16.3589523400601,-20.3319502074689,-30.2083333333333,-35,0,-42.1052631578947,-22.2222222222222,43.75,144.444444444444,-16.1421779488341
"06037601900","Census Tract 6019","Census Tract 6019, Los Angeles County, California","00","06","037",,"601900",,,5091,803,70,568,12,45,34,19,55,4288,5685,1002,76,790,5,20,47,19,45,4683,-594,-199,-6,-222,7,25,-13,0,10,-395,-10.4485488126649,-19.8602794411178,-7.89473684210526,-28.1012658227848,140,125,-27.6595744680851,0,22.2222222222222,-8.43476404014521
"06037602002","Census Tract 6020.02","Census Tract 6020.02, Los Angeles County, California","00","06","037",,"602002",,,3007,678,99,379,0,127,13,15,45,2329,3195,742,120,451,3,110,24,7,27,2453,-188,-64,-21,-72,-3,17,-11,8,18,-124,-5.88419405320814,-8.62533692722372,-17.5,-15.9645232815965,-100,15.4545454545455,-45.8333333333333,114.285714285714,66.6666666666667,-5.05503465144721
"06037602003","Census Tract 6020.03","Census Tract 6020.03, Los Angeles County, California","00","06","037",,"602003",,,4759,876,127,587,5,33,41,19,64,3883,5124,1000,94,748,12,40,29,23,54,4124,-365,-124,33,-161,-7,-7,12,-4,10,-241,-7.12334113973458,-12.4,35.1063829787234,-21.524064171123,-58.3333333333333,-17.5,41.3793103448276,-17.3913043478261,18.5185185185185,-5.84384093113482
"06037602103","Census Tract 6021.03","Census Tract 6021.03, Los Angeles County, California","00","06","037",,"602103",,,6931,2074,361,1142,19,293,71,62,126,4857,6992,2213,336,1376,19,247,83,33,119,4779,-61,-139,25,-234,0,46,-12,29,7,78,-0.872425629290618,-6.28106642566652,7.44047619047619,-17.0058139534884,0,18.6234817813765,-14.4578313253012,87.8787878787879,5.88235294117647,1.63214061519146
"06037602104","Census Tract 6021.04","Census Tract 6021.04, Los Angeles County, California","00","06","037",,"602104",,,5541,1911,235,1253,4,238,52,15,114,3630,5416,1981,210,1372,18,215,58,38,70,3435,125,-70,25,-119,-14,23,-6,-23,44,195,2.30797636632201,-3.53356890459364,11.9047619047619,-8.6734693877551,-77.7777777777778,10.6976744186047,-10.3448275862069,-60.5263157894737,62.8571428571429,5.67685589519651
"06037602105","Census Tract 6021.05","Census Tract 6021.05, Los Angeles County, California","00","06","037",,"602105",,,4302,1347,234,784,5,176,21,26,101,2955,4273,1427,272,833,17,196,39,21,49,2846,29,-80,-38,-48.9999999999999,-12,-20,-18,5,52,109,0.678680084249942,-5.60616678346181,-13.9705882352941,-5.88235294117646,-70.5882352941177,-10.2040816326531,-46.1538461538462,23.8095238095238,106.122448979592,3.82993675333802
"06037602106","Census Tract 6021.06","Census Tract 6021.06, Los Angeles County, California","00","06","037",,"602106",,,5693,2412,690,965,5,491,31,43,187,3281,5702,2567,638,1151,18,557,45,39,119,3135,-9,-155,52,-186,-13,-66,-14,4,68,146,-0.157839354612417,-6.03817686014803,8.15047021943574,-16.1598609904431,-72.2222222222222,-11.8491921005386,-31.1111111111111,10.2564102564103,57.1428571428571,4.65709728867624
"06037602201","Census Tract 6022.01","Census Tract 6022.01, Los Angeles County, California","00","06","037",,"602201",,,4552,2850,1610,298,9,582,38,38,275,1702,4127,2562,1683,235,13,440,51,15,125,1565,425,288,-73,63,-4,142,-13,23,150,137,10.2980373152411,11.2412177985948,-4.33749257278669,26.8085106382979,-30.7692307692308,32.2727272727273,-25.4901960784314,153.333333333333,120,8.75399361022364
"06037602202","Census Tract 6022.02","Census Tract 6022.02, Los Angeles County, California","00","06","037",,"602202",,,3112,1079,301,384,3,275,27,18,71,2033,3187,1081,252,496,4,171,90,10,58,2106,-75,-2,49,-112,-1,104,-63,8,13,-73,-2.35331032318795,-0.185013876040703,19.4444444444444,-22.5806451612903,-25,60.8187134502924,-70,80,22.4137931034483,-3.46628679962013
"06037602301","Census Tract 6023.01","Census Tract 6023.01, Los Angeles County, California","00","06","037",,"602301",,,6188,2734,1638,223,10,492,66,46,259,3454,6265,2831,1842,228,11,469,77,27,177,3434,-77,-97,-204,-5,-1,23,-11,19,82,20,-1.22905027932961,-3.42635111268103,-11.0749185667752,-2.19298245614035,-9.09090909090909,4.90405117270789,-14.2857142857143,70.3703703703704,46.3276836158192,0.5824111822947
"06037602302","Census Tract 6023.02","Census Tract 6023.02, Los Angeles County, California","00","06","037",,"602302",,,5300,4389,2727,171,3,985,19,32,452,911,3477,2769,2132,85,6,387,7,9,143,708,1823,1620,595,86,-3,598,12,23,309,203,52.4302559677883,58.5048754062839,27.9080675422139,101.176470588235,-50,154.521963824289,171.428571428571,255.555555555556,216.083916083916,28.6723163841808
"06037602402","Census Tract 6024.02","Census Tract 6024.02, Los Angeles County, California","00","06","037",,"602402",,,6812,2686,1165,619,24,570,63,59,186,4126,6769,2808,1328,687,11,532,79,34,137,3961,43,-122,-163,-68,13,38,-16,25,49,165,0.635248928940759,-4.34472934472934,-12.2740963855422,-9.8981077147016,118.181818181818,7.14285714285714,-20.253164556962,73.5294117647059,35.7664233576642,4.16561474375158
"06037602403","Census Tract 6024.03","Census Tract 6024.03, Los Angeles County, California","00","06","037",,"602403",,,5172,1939,387,851,9,433,57,54,148,3233,5230,2106,445,1090,10,394,56,28,83,3124,-58,-167,-58,-239,-1,39,1,26,65,109,-1.10898661567878,-7.92972459639126,-13.0337078651685,-21.9266055045872,-10,9.89847715736041,1.78571428571429,92.8571428571429,78.3132530120482,3.48911651728553
